"hs2","hs4","hs"
"01","0101","010129"
"01","0103","010310"
"01","0106","010614"
"01","0106","010619"
"01","0106","010620"
"01","0106","010649"
"01","0106","010690"
"02","0201","020120"
"02","0201","020130"
"02","0202","020220"
"02","0202","020230"
"02","0203","020312"
"02","0203","020319"
"02","0203","020322"
"02","0203","020329"
"02","0204","020422"
"02","0204","020450"
"02","0206","020629"
"02","0206","020649"
"02","0207","020725"
"02","0207","020727"
"02","0209","020910"
"02","0210","021012"
"02","0210","021019"
"02","0210","021020"
"02","0210","021099"
"03","0301","030111"
"03","0301","030119"
"03","0302","030281"
"03","0303","030311"
"03","0303","030312"
"03","0303","030313"
"03","0303","030314"
"03","0303","030319"
"03","0303","030325"
"03","0303","030331"
"03","0303","030332"
"03","0303","030339"
"03","0303","030341"
"03","0303","030342"
"03","0303","030343"
"03","0303","030344"
"03","0303","030345"
"03","0303","030351"
"03","0303","030354"
"03","0303","030359"
"03","0303","030363"
"03","0303","030366"
"03","0303","030367"
"03","0303","030369"
"03","0303","030381"
"03","0303","030382"
"03","0303","030389"
"03","0303","030391"
"03","0303","030399"
"03","0304","030469"
"03","0304","030471"
"03","0304","030472"
"03","0304","030475"
"03","0304","030481"
"03","0304","030483"
"03","0304","030489"
"03","0304","030493"
"03","0304","030494"
"03","0304","030495"
"03","0304","030496"
"03","0304","030497"
"03","0304","030499"
"03","0305","030520"
"03","0305","030541"
"03","0306","030611"
"03","0306","030612"
"03","0306","030614"
"03","0306","030616"
"03","0306","030617"
"03","0306","030619"
"03","0306","030631"
"03","0306","030632"
"03","0306","030633"
"03","0306","030635"
"03","0306","030636"
"03","0306","030639"
"03","0306","030691"
"03","0307","030711"
"03","0307","030721"
"03","0307","030722"
"03","0307","030729"
"03","0307","030731"
"03","0307","030743"
"03","0307","030749"
"03","0307","030760"
"03","0307","030771"
"03","0307","030772"
"03","0307","030779"
"03","0307","030782"
"03","0307","030791"
"03","0308","030811"
"03","0308","030812"
"03","0308","030819"
"03","0308","030821"
"03","0308","030830"
"03","0308","030890"
"04","0401","040110"
"04","0401","040120"
"04","0401","040140"
"04","0401","040150"
"04","0402","040210"
"04","0402","040221"
"04","0402","040229"
"04","0402","040299"
"04","0403","040310"
"04","0403","040390"
"04","0404","040410"
"04","0404","040490"
"04","0405","040510"
"04","0405","040590"
"04","0406","040610"
"04","0406","040620"
"04","0406","040630"
"04","0406","040690"
"04","0408","040819"
"04","0409","040900"
"04","0410","041000"
"05","0504","050400"
"05","0505","050510"
"05","0505","050590"
"05","0508","050800"
"05","0511","051110"
"05","0511","051191"
"05","0511","051199"
"06","0601","060110"
"06","0601","060120"
"06","0602","060210"
"06","0602","060220"
"06","0602","060230"
"06","0602","060290"
"06","0603","060315"
"06","0603","060319"
"06","0603","060390"
"06","0604","060420"
"06","0604","060490"
"07","0701","070110"
"07","0703","070310"
"07","0703","070320"
"07","0704","070410"
"07","0704","070490"
"07","0705","070519"
"07","0706","070610"
"07","0706","070690"
"07","0709","070940"
"07","0709","070959"
"07","0709","070999"
"07","0710","071010"
"07","0710","071021"
"07","0710","071022"
"07","0710","071029"
"07","0710","071030"
"07","0710","071040"
"07","0710","071080"
"07","0710","071090"
"07","0712","071220"
"07","0712","071231"
"07","0712","071239"
"07","0712","071290"
"07","0713","071310"
"07","0713","071340"
"07","0713","071350"
"07","0713","071390"
"07","0714","071420"
"07","0714","071490"
"08","0801","080111"
"08","0801","080119"
"08","0801","080131"
"08","0801","080132"
"08","0802","080211"
"08","0802","080212"
"08","0802","080221"
"08","0802","080231"
"08","0802","080232"
"08","0802","080251"
"08","0802","080252"
"08","0802","080261"
"08","0802","080262"
"08","0802","080290"
"08","0803","080390"
"08","0804","080410"
"08","0804","080420"
"08","0804","080450"
"08","0805","080510"
"08","0805","080521"
"08","0805","080529"
"08","0805","080540"
"08","0805","080550"
"08","0806","080610"
"08","0806","080620"
"08","0808","080810"
"08","0808","080830"
"08","0809","080929"
"08","0809","080940"
"08","0810","081010"
"08","0811","081110"
"08","0811","081120"
"08","0811","081190"
"08","0813","081310"
"08","0813","081320"
"08","0813","081330"
"08","0813","081340"
"08","0813","081350"
"08","0814","081400"
"09","0901","090111"
"09","0901","090112"
"09","0901","090121"
"09","0901","090122"
"09","0901","090190"
"09","0902","090210"
"09","0902","090220"
"09","0902","090230"
"09","0902","090240"
"09","0904","090411"
"09","0904","090412"
"09","0904","090421"
"09","0904","090422"
"09","0905","090510"
"09","0906","090619"
"09","0906","090620"
"09","0907","090720"
"09","0908","090822"
"09","0909","090932"
"09","0909","090962"
"09","0910","091012"
"09","0910","091030"
"09","0910","091091"
"09","0910","091099"
"10","1001","100111"
"10","1001","100119"
"10","1001","100191"
"10","1001","100199"
"10","1003","100310"
"10","1004","100410"
"10","1005","100590"
"10","1006","100610"
"10","1006","100630"
"10","1007","100710"
"10","1007","100790"
"10","1008","100890"
"11","1101","110100"
"11","1102","110220"
"11","1102","110290"
"11","1103","110311"
"11","1104","110412"
"11","1104","110419"
"11","1104","110422"
"11","1104","110423"
"11","1104","110429"
"11","1104","110430"
"11","1105","110510"
"11","1105","110520"
"11","1106","110610"
"11","1106","110630"
"11","1107","110710"
"11","1107","110720"
"11","1108","110812"
"11","1108","110813"
"11","1108","110814"
"11","1108","110819"
"11","1109","110900"
"12","1201","120190"
"12","1202","120241"
"12","1202","120242"
"12","1203","120300"
"12","1204","120400"
"12","1206","120600"
"12","1207","120710"
"12","1207","120740"
"12","1207","120750"
"12","1207","120770"
"12","1207","120799"
"12","1208","120810"
"12","1209","120921"
"12","1209","120922"
"12","1209","120923"
"12","1209","120924"
"12","1209","120925"
"12","1209","120929"
"12","1209","120930"
"12","1209","120991"
"12","1209","120999"
"12","1210","121020"
"12","1211","121120"
"12","1211","121190"
"12","1212","121221"
"12","1212","121291"
"12","1212","121299"
"12","1213","121300"
"12","1214","121410"
"12","1214","121490"
"13","1301","130120"
"13","1301","130190"
"13","1302","130212"
"13","1302","130213"
"13","1302","130219"
"13","1302","130220"
"13","1302","130231"
"13","1302","130232"
"13","1302","130239"
"14","1401","140110"
"14","1404","140420"
"14","1404","140490"
"15","1504","150410"
"15","1504","150420"
"15","1506","150600"
"15","1507","150710"
"15","1507","150790"
"15","1508","150810"
"15","1508","150890"
"15","1509","150910"
"15","1509","150990"
"15","1512","151211"
"15","1512","151219"
"15","1512","151221"
"15","1512","151229"
"15","1513","151311"
"15","1513","151319"
"15","1514","151411"
"15","1514","151499"
"15","1515","151511"
"15","1515","151519"
"15","1515","151521"
"15","1515","151529"
"15","1515","151530"
"15","1515","151550"
"15","1515","151590"
"15","1516","151610"
"15","1516","151620"
"15","1517","151710"
"15","1517","151790"
"15","1518","151800"
"15","1520","152000"
"15","1521","152110"
"15","1521","152190"
"16","1601","160100"
"16","1602","160210"
"16","1602","160231"
"16","1602","160232"
"16","1602","160241"
"16","1602","160250"
"16","1604","160411"
"16","1604","160414"
"16","1604","160419"
"16","1604","160420"
"16","1605","160510"
"16","1605","160540"
"16","1605","160552"
"16","1605","160556"
"16","1605","160561"
"17","1701","170112"
"17","1701","170114"
"17","1701","170191"
"17","1701","170199"
"17","1702","170211"
"17","1702","170219"
"17","1702","170220"
"17","1702","170230"
"17","1702","170240"
"17","1702","170250"
"17","1702","170260"
"17","1702","170290"
"17","1704","170410"
"17","1704","170490"
"18","1801","180100"
"18","1803","180310"
"18","1803","180320"
"18","1804","180400"
"18","1805","180500"
"18","1806","180610"
"18","1806","180620"
"18","1806","180631"
"18","1806","180632"
"18","1806","180690"
"19","1901","190110"
"19","1901","190120"
"19","1901","190190"
"19","1902","190211"
"19","1902","190219"
"19","1902","190220"
"19","1902","190230"
"19","1902","190240"
"19","1903","190300"
"19","1904","190410"
"19","1904","190420"
"19","1904","190430"
"19","1904","190490"
"19","1905","190531"
"19","1905","190532"
"19","1905","190540"
"19","1905","190590"
"20","2001","200110"
"20","2001","200190"
"20","2002","200210"
"20","2002","200290"
"20","2003","200310"
"20","2003","200390"
"20","2004","200410"
"20","2004","200490"
"20","2005","200510"
"20","2005","200520"
"20","2005","200540"
"20","2005","200551"
"20","2005","200559"
"20","2005","200560"
"20","2005","200570"
"20","2005","200580"
"20","2005","200599"
"20","2006","200600"
"20","2007","200710"
"20","2007","200791"
"20","2007","200799"
"20","2008","200811"
"20","2008","200819"
"20","2008","200820"
"20","2008","200830"
"20","2008","200840"
"20","2008","200850"
"20","2008","200860"
"20","2008","200870"
"20","2008","200880"
"20","2008","200893"
"20","2008","200897"
"20","2008","200899"
"20","2009","200911"
"20","2009","200912"
"20","2009","200919"
"20","2009","200921"
"20","2009","200929"
"20","2009","200931"
"20","2009","200939"
"20","2009","200941"
"20","2009","200949"
"20","2009","200950"
"20","2009","200961"
"20","2009","200969"
"20","2009","200971"
"20","2009","200979"
"20","2009","200981"
"20","2009","200989"
"20","2009","200990"
"21","2101","210111"
"21","2101","210112"
"21","2101","210120"
"21","2102","210210"
"21","2102","210220"
"21","2102","210230"
"21","2103","210310"
"21","2103","210320"
"21","2103","210330"
"21","2103","210390"
"21","2104","210410"
"21","2104","210420"
"21","2105","210500"
"21","2106","210610"
"21","2106","210690"
"22","2201","220110"
"22","2201","220190"
"22","2202","220210"
"22","2202","220291"
"22","2202","220299"
"22","2203","220300"
"22","2204","220410"
"22","2204","220421"
"22","2204","220422"
"22","2204","220429"
"22","2205","220510"
"22","2205","220590"
"22","2206","220600"
"22","2207","220710"
"22","2207","220720"
"22","2208","220820"
"22","2208","220830"
"22","2208","220840"
"22","2208","220850"
"22","2208","220860"
"22","2208","220870"
"22","2208","220890"
"22","2209","220900"
"23","2301","230110"
"23","2301","230120"
"23","2302","230210"
"23","2302","230240"
"23","2303","230320"
"23","2303","230330"
"23","2304","230400"
"23","2306","230690"
"23","2309","230910"
"23","2309","230990"
"24","2401","240120"
"24","2402","240210"
"24","2402","240220"
"24","2403","240319"
"24","2403","240399"
"25","2501","250100"
"25","2502","250200"
"25","2503","250300"
"25","2504","250410"
"25","2504","250490"
"25","2505","250510"
"25","2505","250590"
"25","2506","250610"
"25","2506","250620"
"25","2507","250700"
"25","2508","250810"
"25","2508","250830"
"25","2508","250840"
"25","2508","250850"
"25","2508","250860"
"25","2508","250870"
"25","2509","250900"
"25","2510","251020"
"25","2511","251110"
"25","2512","251200"
"25","2513","251310"
"25","2513","251320"
"25","2514","251400"
"25","2515","251511"
"25","2515","251512"
"25","2515","251520"
"25","2516","251611"
"25","2516","251612"
"25","2516","251620"
"25","2516","251690"
"25","2517","251710"
"25","2517","251741"
"25","2517","251749"
"25","2518","251810"
"25","2518","251820"
"25","2519","251990"
"25","2520","252010"
"25","2520","252020"
"25","2521","252100"
"25","2522","252210"
"25","2522","252220"
"25","2523","252310"
"25","2523","252321"
"25","2523","252329"
"25","2523","252330"
"25","2523","252390"
"25","2524","252490"
"25","2525","252510"
"25","2525","252520"
"25","2526","252610"
"25","2526","252620"
"25","2528","252800"
"25","2529","252910"
"25","2529","252922"
"25","2529","252930"
"25","2530","253010"
"25","2530","253020"
"25","2530","253090"
"26","2601","260111"
"26","2601","260112"
"26","2602","260200"
"26","2603","260300"
"26","2604","260400"
"26","2607","260700"
"26","2608","260800"
"26","2610","261000"
"26","2613","261310"
"26","2613","261390"
"26","2614","261400"
"26","2615","261510"
"26","2615","261590"
"26","2616","261610"
"26","2616","261690"
"26","2617","261790"
"26","2621","262190"
"27","2701","270111"
"27","2701","270112"
"27","2701","270119"
"27","2702","270210"
"27","2702","270220"
"27","2703","270300"
"27","2704","270400"
"27","2707","270720"
"27","2707","270730"
"27","2707","270740"
"27","2707","270750"
"27","2707","270791"
"27","2707","270799"
"27","2708","270810"
"27","2708","270820"
"27","2709","270900"
"27","2710","271012"
"27","2710","271019"
"27","2710","271020"
"27","2711","271111"
"27","2711","271112"
"27","2711","271113"
"27","2711","271114"
"27","2711","271119"
"27","2711","271121"
"27","2711","271129"
"27","2712","271210"
"27","2712","271220"
"27","2712","271290"
"27","2713","271311"
"27","2713","271312"
"27","2713","271320"
"27","2714","271410"
"27","2714","271490"
"27","2715","271500"
"28","2801","280110"
"28","2801","280120"
"28","2801","280130"
"28","2802","280200"
"28","2803","280300"
"28","2804","280410"
"28","2804","280421"
"28","2804","280429"
"28","2804","280430"
"28","2804","280440"
"28","2804","280450"
"28","2804","280461"
"28","2804","280469"
"28","2804","280470"
"28","2804","280480"
"28","2804","280490"
"28","2805","280511"
"28","2805","280512"
"28","2805","280519"
"28","2805","280530"
"28","2806","280610"
"28","2807","280700"
"28","2808","280800"
"28","2809","280910"
"28","2809","280920"
"28","2810","281000"
"28","2811","281111"
"28","2811","281119"
"28","2811","281121"
"28","2811","281122"
"28","2811","281129"
"28","2812","281212"
"28","2812","281219"
"28","2812","281290"
"28","2813","281390"
"28","2814","281410"
"28","2814","281420"
"28","2815","281511"
"28","2815","281512"
"28","2815","281520"
"28","2815","281530"
"28","2816","281610"
"28","2816","281640"
"28","2817","281700"
"28","2818","281810"
"28","2818","281820"
"28","2818","281830"
"28","2819","281910"
"28","2819","281990"
"28","2820","282010"
"28","2820","282090"
"28","2821","282110"
"28","2821","282120"
"28","2822","282200"
"28","2823","282300"
"28","2824","282490"
"28","2825","282510"
"28","2825","282520"
"28","2825","282530"
"28","2825","282540"
"28","2825","282550"
"28","2825","282560"
"28","2825","282570"
"28","2825","282580"
"28","2825","282590"
"28","2826","282612"
"28","2826","282619"
"28","2826","282690"
"28","2827","282710"
"28","2827","282720"
"28","2827","282731"
"28","2827","282732"
"28","2827","282735"
"28","2827","282739"
"28","2827","282741"
"28","2827","282749"
"28","2827","282751"
"28","2827","282759"
"28","2827","282760"
"28","2828","282810"
"28","2828","282890"
"28","2829","282911"
"28","2829","282919"
"28","2829","282990"
"28","2830","283010"
"28","2830","283090"
"28","2831","283110"
"28","2831","283190"
"28","2832","283210"
"28","2832","283220"
"28","2832","283230"
"28","2833","283311"
"28","2833","283319"
"28","2833","283321"
"28","2833","283322"
"28","2833","283324"
"28","2833","283325"
"28","2833","283327"
"28","2833","283329"
"28","2833","283330"
"28","2833","283340"
"28","2834","283410"
"28","2834","283421"
"28","2834","283429"
"28","2835","283510"
"28","2835","283522"
"28","2835","283524"
"28","2835","283525"
"28","2835","283526"
"28","2835","283529"
"28","2835","283531"
"28","2835","283539"
"28","2836","283620"
"28","2836","283630"
"28","2836","283640"
"28","2836","283650"
"28","2836","283660"
"28","2836","283691"
"28","2836","283692"
"28","2836","283699"
"28","2837","283719"
"28","2837","283720"
"28","2839","283911"
"28","2839","283919"
"28","2839","283990"
"28","2840","284011"
"28","2840","284019"
"28","2840","284020"
"28","2840","284030"
"28","2841","284130"
"28","2841","284150"
"28","2841","284161"
"28","2841","284169"
"28","2841","284170"
"28","2841","284180"
"28","2841","284190"
"28","2842","284210"
"28","2842","284290"
"28","2843","284310"
"28","2843","284321"
"28","2843","284329"
"28","2843","284330"
"28","2843","284390"
"28","2844","284410"
"28","2844","284420"
"28","2844","284430"
"28","2844","284440"
"28","2845","284510"
"28","2845","284590"
"28","2846","284610"
"28","2846","284690"
"28","2847","284700"
"28","2849","284910"
"28","2849","284920"
"28","2849","284990"
"28","2850","285000"
"28","2853","285390"
"29","2901","290110"
"29","2901","290121"
"29","2901","290122"
"29","2901","290123"
"29","2901","290124"
"29","2901","290129"
"29","2902","290211"
"29","2902","290219"
"29","2902","290220"
"29","2902","290230"
"29","2902","290241"
"29","2902","290242"
"29","2902","290243"
"29","2902","290244"
"29","2902","290250"
"29","2902","290260"
"29","2902","290270"
"29","2902","290290"
"29","2903","290311"
"29","2903","290312"
"29","2903","290315"
"29","2903","290319"
"29","2903","290322"
"29","2903","290323"
"29","2903","290329"
"29","2903","290339"
"29","2903","290377"
"29","2903","290378"
"29","2903","290379"
"29","2903","290389"
"29","2903","290391"
"29","2903","290399"
"29","2904","290410"
"29","2904","290420"
"29","2904","290499"
"29","2905","290511"
"29","2905","290512"
"29","2905","290513"
"29","2905","290514"
"29","2905","290516"
"29","2905","290517"
"29","2905","290519"
"29","2905","290522"
"29","2905","290529"
"29","2905","290531"
"29","2905","290532"
"29","2905","290539"
"29","2905","290541"
"29","2905","290542"
"29","2905","290543"
"29","2905","290544"
"29","2905","290545"
"29","2905","290549"
"29","2905","290559"
"29","2906","290611"
"29","2906","290612"
"29","2906","290613"
"29","2906","290619"
"29","2906","290621"
"29","2906","290629"
"29","2907","290711"
"29","2907","290712"
"29","2907","290715"
"29","2907","290719"
"29","2907","290721"
"29","2907","290722"
"29","2907","290723"
"29","2907","290729"
"29","2908","290819"
"29","2908","290899"
"29","2909","290911"
"29","2909","290919"
"29","2909","290920"
"29","2909","290930"
"29","2909","290941"
"29","2909","290943"
"29","2909","290944"
"29","2909","290949"
"29","2909","290950"
"29","2909","290960"
"29","2910","291020"
"29","2910","291030"
"29","2910","291090"
"29","2911","291100"
"29","2912","291211"
"29","2912","291219"
"29","2912","291221"
"29","2912","291229"
"29","2912","291241"
"29","2912","291242"
"29","2912","291249"
"29","2912","291250"
"29","2912","291260"
"29","2913","291300"
"29","2914","291411"
"29","2914","291412"
"29","2914","291413"
"29","2914","291419"
"29","2914","291422"
"29","2914","291423"
"29","2914","291429"
"29","2914","291439"
"29","2914","291440"
"29","2914","291450"
"29","2914","291461"
"29","2914","291462"
"29","2914","291469"
"29","2914","291479"
"29","2915","291511"
"29","2915","291512"
"29","2915","291513"
"29","2915","291521"
"29","2915","291524"
"29","2915","291529"
"29","2915","291531"
"29","2915","291532"
"29","2915","291533"
"29","2915","291539"
"29","2915","291540"
"29","2915","291550"
"29","2915","291560"
"29","2915","291570"
"29","2915","291590"
"29","2916","291611"
"29","2916","291612"
"29","2916","291613"
"29","2916","291614"
"29","2916","291615"
"29","2916","291619"
"29","2916","291620"
"29","2916","291631"
"29","2916","291632"
"29","2916","291634"
"29","2916","291639"
"29","2917","291711"
"29","2917","291712"
"29","2917","291713"
"29","2917","291714"
"29","2917","291719"
"29","2917","291720"
"29","2917","291732"
"29","2917","291733"
"29","2917","291734"
"29","2917","291736"
"29","2917","291737"
"29","2917","291739"
"29","2918","291811"
"29","2918","291812"
"29","2918","291813"
"29","2918","291814"
"29","2918","291815"
"29","2918","291816"
"29","2918","291819"
"29","2918","291821"
"29","2918","291822"
"29","2918","291823"
"29","2918","291829"
"29","2918","291830"
"29","2918","291899"
"29","2919","291990"
"29","2920","292019"
"29","2920","292023"
"29","2920","292029"
"29","2920","292090"
"29","2921","292111"
"29","2921","292112"
"29","2921","292119"
"29","2921","292121"
"29","2921","292122"
"29","2921","292129"
"29","2921","292130"
"29","2921","292141"
"29","2921","292142"
"29","2921","292143"
"29","2921","292144"
"29","2921","292145"
"29","2921","292146"
"29","2921","292149"
"29","2921","292151"
"29","2921","292159"
"29","2922","292211"
"29","2922","292212"
"29","2922","292214"
"29","2922","292215"
"29","2922","292217"
"29","2922","292219"
"29","2922","292221"
"29","2922","292229"
"29","2922","292231"
"29","2922","292239"
"29","2922","292241"
"29","2922","292242"
"29","2922","292243"
"29","2922","292249"
"29","2922","292250"
"29","2923","292310"
"29","2923","292320"
"29","2923","292390"
"29","2924","292411"
"29","2924","292419"
"29","2924","292421"
"29","2924","292429"
"29","2925","292511"
"29","2925","292519"
"29","2925","292529"
"29","2926","292610"
"29","2926","292620"
"29","2926","292690"
"29","2927","292700"
"29","2928","292800"
"29","2929","292910"
"29","2929","292990"
"29","2930","293020"
"29","2930","293030"
"29","2930","293040"
"29","2930","293090"
"29","2931","293139"
"29","2931","293190"
"29","2932","293211"
"29","2932","293212"
"29","2932","293213"
"29","2932","293214"
"29","2932","293219"
"29","2932","293220"
"29","2932","293295"
"29","2932","293299"
"29","2933","293311"
"29","2933","293319"
"29","2933","293321"
"29","2933","293329"
"29","2933","293331"
"29","2933","293332"
"29","2933","293333"
"29","2933","293339"
"29","2933","293341"
"29","2933","293349"
"29","2933","293352"
"29","2933","293353"
"29","2933","293355"
"29","2933","293359"
"29","2933","293361"
"29","2933","293369"
"29","2933","293371"
"29","2933","293372"
"29","2933","293379"
"29","2933","293391"
"29","2933","293399"
"29","2934","293410"
"29","2934","293420"
"29","2934","293430"
"29","2934","293491"
"29","2934","293499"
"29","2935","293590"
"29","2936","293621"
"29","2936","293622"
"29","2936","293623"
"29","2936","293624"
"29","2936","293625"
"29","2936","293626"
"29","2936","293627"
"29","2936","293628"
"29","2936","293629"
"29","2936","293690"
"29","2937","293711"
"29","2937","293712"
"29","2937","293719"
"29","2937","293721"
"29","2937","293722"
"29","2937","293723"
"29","2937","293729"
"29","2937","293750"
"29","2937","293790"
"29","2938","293890"
"29","2939","293911"
"29","2939","293919"
"29","2939","293930"
"29","2939","293941"
"29","2939","293942"
"29","2939","293943"
"29","2939","293971"
"29","2939","293979"
"29","2939","293980"
"29","2940","294000"
"29","2941","294110"
"29","2941","294120"
"29","2941","294150"
"29","2941","294190"
"29","2942","294200"
"30","3001","300120"
"30","3001","300190"
"30","3002","300211"
"30","3002","300212"
"30","3002","300213"
"30","3002","300214"
"30","3002","300215"
"30","3002","300219"
"30","3002","300220"
"30","3002","300230"
"30","3002","300290"
"30","3003","300320"
"30","3003","300339"
"30","3003","300390"
"30","3004","300410"
"30","3004","300420"
"30","3004","300431"
"30","3004","300432"
"30","3004","300439"
"30","3004","300442"
"30","3004","300449"
"30","3004","300450"
"30","3004","300490"
"30","3005","300510"
"30","3005","300590"
"30","3006","300610"
"30","3006","300620"
"30","3006","300630"
"30","3006","300640"
"30","3006","300650"
"30","3006","300660"
"30","3006","300670"
"30","3006","300691"
"31","3101","310100"
"31","3102","310210"
"31","3102","310221"
"31","3102","310250"
"31","3102","310290"
"31","3103","310319"
"31","3104","310420"
"31","3104","310430"
"31","3104","310490"
"31","3105","310510"
"31","3105","310520"
"31","3105","310530"
"31","3105","310540"
"31","3105","310559"
"31","3105","310560"
"31","3105","310590"
"32","3201","320110"
"32","3201","320190"
"32","3202","320210"
"32","3202","320290"
"32","3203","320300"
"32","3204","320411"
"32","3204","320412"
"32","3204","320413"
"32","3204","320414"
"32","3204","320415"
"32","3204","320416"
"32","3204","320417"
"32","3204","320419"
"32","3204","320420"
"32","3204","320490"
"32","3205","320500"
"32","3206","320611"
"32","3206","320619"
"32","3206","320620"
"32","3206","320641"
"32","3206","320642"
"32","3206","320649"
"32","3206","320650"
"32","3207","320710"
"32","3207","320720"
"32","3207","320730"
"32","3207","320740"
"32","3208","320810"
"32","3208","320820"
"32","3208","320890"
"32","3209","320910"
"32","3209","320990"
"32","3210","321000"
"32","3211","321100"
"32","3212","321210"
"32","3212","321290"
"32","3213","321310"
"32","3213","321390"
"32","3214","321410"
"32","3214","321490"
"32","3215","321511"
"32","3215","321519"
"32","3215","321590"
"33","3301","330112"
"33","3301","330113"
"33","3301","330119"
"33","3301","330124"
"33","3301","330125"
"33","3301","330129"
"33","3301","330130"
"33","3301","330190"
"33","3302","330210"
"33","3302","330290"
"33","3303","330300"
"33","3304","330410"
"33","3304","330420"
"33","3304","330430"
"33","3304","330491"
"33","3304","330499"
"33","3305","330510"
"33","3305","330520"
"33","3305","330530"
"33","3305","330590"
"33","3306","330610"
"33","3306","330620"
"33","3306","330690"
"33","3307","330710"
"33","3307","330720"
"33","3307","330730"
"33","3307","330741"
"33","3307","330749"
"33","3307","330790"
"34","3401","340111"
"34","3401","340119"
"34","3401","340120"
"34","3401","340130"
"34","3402","340211"
"34","3402","340212"
"34","3402","340213"
"34","3402","340219"
"34","3402","340220"
"34","3402","340290"
"34","3403","340311"
"34","3403","340319"
"34","3403","340391"
"34","3403","340399"
"34","3404","340420"
"34","3404","340490"
"34","3405","340510"
"34","3405","340520"
"34","3405","340530"
"34","3405","340540"
"34","3405","340590"
"34","3406","340600"
"34","3407","340700"
"35","3501","350110"
"35","3501","350190"
"35","3502","350211"
"35","3502","350220"
"35","3502","350290"
"35","3503","350300"
"35","3504","350400"
"35","3505","350510"
"35","3505","350520"
"35","3506","350610"
"35","3506","350691"
"35","3506","350699"
"35","3507","350790"
"36","3601","360100"
"36","3603","360300"
"36","3604","360410"
"36","3604","360490"
"36","3605","360500"
"36","3606","360610"
"36","3606","360690"
"37","3701","370110"
"37","3701","370120"
"37","3701","370130"
"37","3701","370191"
"37","3701","370199"
"37","3702","370210"
"37","3702","370231"
"37","3702","370232"
"37","3702","370239"
"37","3702","370242"
"37","3702","370243"
"37","3702","370244"
"37","3702","370252"
"37","3702","370254"
"37","3702","370255"
"37","3702","370256"
"37","3702","370296"
"37","3702","370297"
"37","3703","370310"
"37","3703","370320"
"37","3703","370390"
"37","3704","370400"
"37","3705","370500"
"37","3706","370610"
"37","3707","370710"
"37","3707","370790"
"38","3801","380110"
"38","3801","380120"
"38","3801","380130"
"38","3801","380190"
"38","3802","380210"
"38","3802","380290"
"38","3803","380300"
"38","3804","380400"
"38","3805","380510"
"38","3805","380590"
"38","3806","380610"
"38","3806","380620"
"38","3806","380630"
"38","3806","380690"
"38","3807","380700"
"38","3808","380869"
"38","3808","380891"
"38","3808","380892"
"38","3808","380893"
"38","3808","380894"
"38","3808","380899"
"38","3809","380910"
"38","3809","380991"
"38","3809","380992"
"38","3809","380993"
"38","3810","381010"
"38","3810","381090"
"38","3811","381119"
"38","3811","381121"
"38","3811","381129"
"38","3811","381190"
"38","3812","381210"
"38","3812","381220"
"38","3812","381231"
"38","3812","381239"
"38","3813","381300"
"38","3814","381400"
"38","3815","381511"
"38","3815","381512"
"38","3815","381519"
"38","3815","381590"
"38","3816","381600"
"38","3817","381700"
"38","3818","381800"
"38","3819","381900"
"38","3820","382000"
"38","3821","382100"
"38","3822","382200"
"38","3823","382311"
"38","3823","382312"
"38","3823","382313"
"38","3823","382319"
"38","3823","382370"
"38","3824","382410"
"38","3824","382430"
"38","3824","382440"
"38","3824","382450"
"38","3824","382460"
"38","3824","382471"
"38","3824","382475"
"38","3824","382476"
"38","3824","382478"
"38","3824","382479"
"38","3824","382481"
"38","3824","382484"
"38","3824","382491"
"38","3824","382499"
"38","3825","382590"
"38","3826","382600"
"39","3901","390110"
"39","3901","390120"
"39","3901","390130"
"39","3901","390140"
"39","3901","390190"
"39","3902","390210"
"39","3902","390220"
"39","3902","390230"
"39","3902","390290"
"39","3903","390311"
"39","3903","390319"
"39","3903","390320"
"39","3903","390330"
"39","3903","390390"
"39","3904","390410"
"39","3904","390421"
"39","3904","390422"
"39","3904","390430"
"39","3904","390440"
"39","3904","390450"
"39","3904","390461"
"39","3904","390469"
"39","3904","390490"
"39","3905","390512"
"39","3905","390519"
"39","3905","390521"
"39","3905","390529"
"39","3905","390530"
"39","3905","390591"
"39","3905","390599"
"39","3906","390610"
"39","3906","390690"
"39","3907","390710"
"39","3907","390720"
"39","3907","390730"
"39","3907","390740"
"39","3907","390750"
"39","3907","390761"
"39","3907","390769"
"39","3907","390770"
"39","3907","390791"
"39","3907","390799"
"39","3908","390810"
"39","3908","390890"
"39","3909","390910"
"39","3909","390920"
"39","3909","390931"
"39","3909","390939"
"39","3909","390940"
"39","3909","390950"
"39","3910","391000"
"39","3911","391110"
"39","3911","391190"
"39","3912","391211"
"39","3912","391212"
"39","3912","391220"
"39","3912","391231"
"39","3912","391239"
"39","3912","391290"
"39","3913","391310"
"39","3913","391390"
"39","3914","391400"
"39","3915","391510"
"39","3915","391520"
"39","3915","391530"
"39","3915","391590"
"39","3916","391610"
"39","3916","391620"
"39","3916","391690"
"39","3917","391710"
"39","3917","391721"
"39","3917","391722"
"39","3917","391723"
"39","3917","391729"
"39","3917","391731"
"39","3917","391732"
"39","3917","391733"
"39","3917","391739"
"39","3917","391740"
"39","3918","391810"
"39","3918","391890"
"39","3919","391910"
"39","3919","391990"
"39","3920","392010"
"39","3920","392020"
